resina_pct,pigmento_pct,solvente_pct,aditivo_pct,calidad_resina,tipo_pigmento,tipo_solvente,proveedor_aditivo,temperatura_mezcla_C,tiempo_mezcla_min,viscosidad_cp,brillo_unidades,poder_cubriente,resistencia_abrasion_ciclos,estabilidad_almacenamiento_dias,exito
51.91383571889754,27.892076653582908,17.32724074475825,2.866846882761294,Baja,Óxido de Hierro,Xileno,ProveedorD,25.94511566394303,66.60138119888974,1407.7126611876927,79.66717453896105,10,919.3525850544922,563.4708617599949,1
55.37650917192063,26.648222967270545,13.1172341547714,4.858033706037437,Alta,Óxido de Hierro,Xileno,ProveedorD,35.15438161406018,89.60457749228672,1181.389300683168,82.6366182297404,8,989.9075684626265,676.3709625045211,1
40.71020235521565,35.518803370418105,21.217569385538614,2.5534248888276228,Baja,Orgánico,Agua,ProveedorA,59.1424768426529,61.143896936502024,2684.289744634633,79.93136763683303,8,826.1822442142532,562.9560306483559,1
67.44626581560973,10.769719313879103,18.308116509351017,3.475898361160152,Media,Óxido de Hierro,Agua,ProveedorA,49.21537549636665,97.09384989609943,1255.5965638700834,77.76921695120528,4,590.7763815461576,580.7289516806975,0
56.845646188084665,10.771969776325257,31.67563311648738,0.7067509191027054,Alta,Dióxido de Titanio,Agua,ProveedorC,37.27788537873852,80.51011186870633,3541.601496742265,27.79411213851242,8,327.48572939357445,131.51125310150155,0
55.637987870578264,20.469174926966275,15.8233367993732,8.069500403082268,Alta,Dióxido de Titanio,Acetona,ProveedorB,37.41303897411739,81.281558294859,4213.504061016174,13.70839848535978,4,600.1579867564974,418.0906082055005,0
42.20521247027938,14.561123936810432,37.35638409750439,5.877279495405807,Media,Dióxido de Titanio,Mineral Spirits,ProveedorD,47.943884414055184,69.6042745629315,2758.8147552104087,81.11621072028126,9,859.7369048052262,665.7507074245497,1
38.342177437017845,10.264491213144733,43.94239444706516,7.450936902772261,Media,Orgánico,Acetona,ProveedorA,39.97877288175405,36.902333984997675,1771.9838021068558,89.95439235599457,9,715.0288688093083,481.24384597804885,1
43.31226231851629,16.259813548033797,39.27344244242521,1.1544816910247098,Media,Dióxido de Titanio,Mineral Spirits,ProveedorB,49.066969912249895,87.37972601435895,2102.6881522923863,89.7603533280908,9,744.1487106001895,637.2950764798263,1
47.36231447264035,33.2581486055156,17.364400689952657,2.015136231891401,Media,Orgánico,Agua,ProveedorA,49.43938032593983,150.31324424188358,1107.1709930465472,58.73143131975985,7,905.8402667089354,560.0137469227404,0
42.57794442738517,23.25387474123281,32.839798695775535,1.3283821356064867,Media,Dióxido de Titanio,Agua,ProveedorD,55.88680972369066,146.62036993520314,1163.5073319466555,96.20681927501845,6,142.730336449917,332.28886282169805,0
57.66369189257618,20.10815905416402,16.34710097185916,5.881048081400622,Media,Dióxido de Titanio,Agua,ProveedorB,36.414263223660896,173.69113912364153,2041.8261540988317,94.18472591851547,9,894.4985386876333,467.15836654969286,1
35.67379646729302,26.905657586685383,34.319958365601266,3.1005875804203313,Alta,Dióxido de Titanio,Xileno,ProveedorB,29.31058120039602,146.01235804282038,1615.6676528285614,94.63570863272278,9,611.7478689570803,639.1963308844654,1
62.05816794227752,6.275299953394099,28.64749585344496,3.0190362508834254,Alta,Dióxido de Titanio,Mineral Spirits,ProveedorB,53.47457367561286,70.41076752075782,1769.7687835186646,78.47033813930832,10,624.2060000120089,528.3409532803777,1
39.658321910905094,21.478231222366947,31.902801046655355,6.9606458200726005,Baja,Orgánico,Acetona,ProveedorC,24.479487689508822,74.92790821458166,1882.4239935242076,90.16510714228656,8,724.1292782459369,673.6757554311198,1
29.589359214692752,22.522913490422336,42.897555539620775,4.990171755264142,Media,Dióxido de Titanio,Agua,ProveedorC,45.19086731478325,52.701535740597976,1298.7528579864875,87.506074362702,8,642.80815424883,543.1003915419316,1
68.40175300437174,6.99185391300529,22.660676455650027,1.94571662697293,Alta,Orgánico,Xileno,ProveedorD,36.13694418559285,177.56291730238772,2260.3974259152847,78.93052382284442,6,188.46043308403532,206.69875756028512,0
48.625985679595,6.282519367242657,40.56335631593296,4.528138637229384,Alta,Dióxido de Titanio,Mineral Spirits,ProveedorA,52.67381064006056,66.28991521063158,2785.2394098811465,86.90053676020833,8,825.3428415356709,574.2721287535948,1
38.207140268554376,20.55347579546619,34.37688603455234,6.862497901427106,Media,Óxido de Hierro,Acetona,ProveedorA,56.241188129211125,33.83480016845595,2289.1271490215017,78.86708509707587,10,830.7891715956348,422.78497301693534,1
53.332074435977276,5.344019560146299,31.435792591913643,9.888113411962799,Media,Óxido de Hierro,Acetona,ProveedorA,54.00470977735849,119.07893749883601,2561.0415998529425,73.34488298554088,10,728.6182692266008,652.147803682037,1
61.32511611338059,17.67039526328224,15.00766622745951,5.996822395877658,Alta,Dióxido de Titanio,Mineral Spirits,ProveedorA,40.51094262229002,45.133644707737965,1812.9161053655423,94.02987290559952,8,876.7255490602706,667.6759512941375,1
52.73475513048814,26.493195349993915,12.253360014561348,8.518689504956605,Baja,Dióxido de Titanio,Agua,ProveedorC,52.22659641478988,63.87097576675939,2051.246131396956,72.33764716815688,10,780.975315329169,470.0328038642216,1
25.57722503585112,22.463170178649143,42.65451324071925,9.305091544780494,Media,Orgánico,Agua,ProveedorC,48.9508918997865,95.57324107007793,2081.0114711352744,82.66206368064346,8,856.5812060400582,587.9542328653495,1
47.61965744029644,4.767831613841517,39.87796709506314,7.734543850798898,Baja,Orgánico,Mineral Spirits,ProveedorA,40.313332749600136,47.22272504746108,2844.923253180341,87.50348281703921,8,932.4975393774145,686.1261233529506,1
33.099815589866765,15.915566694823793,41.273916209638955,9.710701505670492,Alta,Dióxido de Titanio,Agua,ProveedorD,58.323175660601756,74.95960321222788,1821.6480788873055,82.89171071910063,2,547.2454854582388,704.8839336459627,0
33.06566825639334,28.589754906216047,37.91904122976716,0.4255356076234496,Alta,Dióxido de Titanio,Xileno,ProveedorC,59.85204469689326,67.97802250487896,1129.9763454466129,76.01691845105574,9,629.0234063317292,471.34624134995136,1
42.868162969512206,16.70866070284979,38.48435989715572,1.9388164304822784,Media,Dióxido de Titanio,Agua,ProveedorD,52.88510257765073,84.7180937867591,2713.6848513974164,74.32907550014828,9,862.0841456136955,388.0499742902848,1
43.97926398119401,18.757437800880876,35.11076437295291,2.152533844972199,Alta,Dióxido de Titanio,Agua,ProveedorB,50.429856145854615,94.51807694264605,2950.2160567431965,84.58811148195619,10,822.171251293604,639.8429157130237,1
