resina_pct,pigmento_pct,solvente_pct,aditivo_pct,temperatura_mezcla_C,tiempo_mezcla_min,viscosidad_cp,brillo_unidades,poder_cubriente,resistencia_abrasion_ciclos,estabilidad_almacenamiento_dias,calidad_resina_Alta,calidad_resina_Baja,calidad_resina_Media,tipo_pigmento_Dióxido de Titanio,tipo_pigmento_Orgánico,tipo_pigmento_Óxido de Hierro,tipo_solvente_Acetona,tipo_solvente_Agua,tipo_solvente_Mineral Spirits,tipo_solvente_Xileno,proveedor_aditivo_ProveedorA,proveedor_aditivo_ProveedorB,proveedor_aditivo_ProveedorC,proveedor_aditivo_ProveedorD
-1.2441756460916638,0.8018308678595546,0.8900539068322915,-1.2405632560287152,-1.1024894805316696,-1.2197375320974517,-1.1070034638847768,-0.09107571643433293,-0.0692987664673904,0.049711485620689215,0.0004063996263267614,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3527599119817288,0.7708773664958919,-1.3956116566981116,1.3264997792725068,0.7526445893120215,-0.7898181540299205,2.2878416153486403,-2.11911620695866,-0.9823259926517189,0.8587087227971144,-2.000206038176856,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9039921703231556,-0.07234822100627501,-0.6286930162247103,-0.5508234124790914,-0.8039624171232571,1.0072510160504757,3.158433288042783,-0.0007464294538864029,-1.4388396057438833,0.6289614193878977,-1.5833119536930338,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.12800137975356363,0.2655372328785244,0.27196994894897786,-1.2117931476328567,-0.9377997667994113,0.06272211003143363,-0.2688106867605723,0.7839326252390967,0.8437284597169381,-0.26994848993104603,-0.15471352345098946,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8787830038443313,-0.6736619580933839,1.6739678079480753,-0.8733225285493073,-0.33209924491306025,0.8282352962925429,-0.7397469791170181,-0.17295784089906568,0.8437284597169381,-0.10282625421518597,-0.007860576316539759,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.5633972240688006,1.6100912189734715,-1.3462446798112846,1.6956336417715072,-1.642775952596014,0.22803636348503864,0.6343765554937865,0.13273342330934126,0.38721484662477385,0.8091049641062683,-0.45116543011243615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.24049179063306614,0.8367492043204756,-0.14350703369065232,-1.0805337848829626,0.09144422716393324,1.5022026634017893,-0.7786689304175594,-0.16899618927707158,-0.0692987664673904,1.284174573073678,-0.19468287768623838,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6376536287275034,0.5299763930293052,0.25242645524996005,-0.30129652183400146,-1.1245754830827355,-0.6870202989197024,0.5342775599255489,0.13497633908329076,0.8437284597169381,1.1578048166379273,0.03903884509310773,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.009927444349930394,0.14793378854894582,0.3286769787052173,-1.4989226645003333,0.6890564861798257,-0.055763708788769364,-1.079541306867746,-2.85613955751153,-0.0692987664673904,-2.2782969306295495,1.1958999357414817,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.781918605699901,-0.7133643295420381,-1.3988048600126257,0.9900318060422677,0.498687368067975,1.345535475921803,-0.4804838303835796,0.3082379632300661,0.8437284597169381,0.6078489155300149,1.319139791012517,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.367521788275784,-1.103901145013607,-1.034448490837325,-0.9263646437480879,-0.5295002913472254,-0.08891919917172683,1.3021417956298857,0.02099923939023574,-2.8083804450203758,-2.7884305897578425,-2.332569180509585,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8230382199603206,-0.7541072441600277,0.2792055562926254,-1.3787244670757117,1.062724473232509,1.0701543914393592,-1.7408487624129698,-2.2994875004138926,-2.351866831928212,1.2856699743533062,0.3625937699105489,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.963266907039869,-0.13759078370774705,-0.9270788679224559,0.41099381589940215,1.6164034731787456,0.2764177578237053,-0.5031266442939379,-0.06129542824654938,0.38721484662477385,1.0320570031359675,1.2473259716634915,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.152037634895715,0.6585957928684044,-1.8835990376700251,0.7516768530886144,0.19724967104971722,0.6561307611967218,-0.06757561361316013,-0.24784708399797048,0.8437284597169381,-0.38439257021312634,-0.6064550333328281,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8480399516905934,1.6681251204010108,-1.8252718259541112,-1.2587943813890452,0.8056977600735102,1.1945230161085774,1.4974883418918306,-2.2848346213495585,-2.351866831928212,-1.8024171695093205,-0.8987972500964179,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.82648347187692,-0.7357856441748154,-0.4734816763482561,0.997728308776681,-0.5953979355144302,1.4527885337173345,-0.09025625322475862,0.1607199212423936,-0.0692987664673904,-0.5201961558222487,-0.005635273300984491,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5744338356609645,1.139585509888587,-0.2527506895914084,-0.5256425846904769,-0.6087141592016315,1.506960154275866,0.8940503737667876,0.4356927957567411,0.8437284597169381,-0.4133057214280549,1.1727814088176316,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0064676741258047,1.1689990712731468,0.3338052391122659,-1.1746245281310326,-0.5809419994212236,-0.16008983372280575,0.05485149606485894,0.12214369692421245,0.38721484662477385,0.5231535848297205,0.16790276679967434,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7252811106299383,-0.2816466759227783,-0.018805671628577998,3.0640118501438978,1.3834740878996326,0.0484385486736227,0.4675766026394648,-1.2586490852439205,-1.8953532188360473,-0.40516720156307007,-2.6575150519121626,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.87925156493586,0.3525848967353965,0.7792364527478649,-0.7783735964607819,-1.5924124142941027,-1.1405262017162854,-0.7157793696264825,-1.2157980007393139,0.8437284597169381,-2.306475930040243,-1.7520887507003637,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.8793936744272736,0.7416660749852163,-0.9336732322205403,-1.7113227738311227,-1.4179022680372833,-0.41950143227501735,0.6594042736111707,0.5543008924692416,0.38721484662477385,0.42570314473360155,-0.7231702946531049,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.6265440516184344,0.7349301886460211,1.1012807563664715,-0.5641174986602177,0.4664193939324431,-0.10538158420933914,0.43013160793025323,0.7555506354007473,0.38721484662477385,0.11518569517213004,0.3423421442849728,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0727156308951298,0.4916831189125249,-1.6577579814895198,0.720701204412905,-0.9478389814619026,0.34846121597553886,1.3779839030595198,-0.2407296101519128,0.8437284597169381,0.2123618258026402,0.44564436592680023,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.4647462599262327,1.553531570037994,-0.4323405843620004,-1.4127954834876082,-1.4771914376533446,-1.4451290410872288,-0.5361383808576177,0.13380442759967923,-0.0692987664673904,1.1629633017285397,-0.955506613818369,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.3075809989036886,-0.9067800908647736,0.7557917696595955,-0.9172818832385735,-1.7495235637955184,0.7560837260872834,1.082585935762728,-1.8534778473873588,-2.8083804450203758,-0.6216314623171749,-0.009311496288719941,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0223001070942734,-1.4505303126962155,-0.10432611567227931,1.1519323513055126,-1.5910819323062884,0.23742050132845471,-1.7456322774118975,-2.818501586242767,-2.351866831928212,-0.4577133155744196,-2.5300437871362953,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.12909656297413838,2.157821454253979,-1.2158147413377387,-1.5605422729129712,-0.9973236846386319,-1.160566086862837,-1.0685446714123532,0.44310794666501074,-0.0692987664673904,0.30324918401414364,0.1160287784613276,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.21133281635494844,1.2315203733011786,-0.7601988082721102,-0.2520075616547023,0.8779086052926585,-1.305629264466959,-0.5782727629553202,0.08988639639639656,-0.0692987664673904,0.20097677142327192,-0.13702099975400775,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.021367229265501136,0.16591201177659573,-0.34262492114963683,0.5903303383000674,0.9952182731615552,-0.3988478902613807,-1.2185160832637183,0.06013443993684,-0.0692987664673904,0.6495081349689602,0.6153369600549135,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0352476051550403,0.025335522955451516,-0.8337540368435158,-0.5579533344940973,0.9562558483151207,0.9266946853999568,-0.05917106304280359,0.8790672409706946,-0.0692987664673904,-0.47188359966121085,-0.5658951435975131,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.9840841759911558,-1.7319066413747881,0.045923087371073465,-1.5279740835511493,0.8985898756830843,-1.7015686953419262,0.517666765244581,0.93874646788159,0.38721484662477385,0.15174407441623144,-0.6962896002068141,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
